player,org,agents,rounds,average_combat_score,kill_deaths,kast,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
Ooriime,GG,"sova,chamber,cypher",353,175.0,0.91,64,118.2,0.64,0.14,0.08,0.10,34,13
Asteriskk,PSJ,"sage,sova,astra",562,174.9,0.91,73,111.1,0.61,0.42,0.05,0.08,17,22
braveaf,FNC,"sage,sova,breach",318,174.8,0.88,67,118.9,0.60,0.32,0.07,0.07,28,16
SUYGETSU,FPX,"killjoy,viper,cypher",341,174.8,1.06,73,120.8,0.65,0.18,0.04,0.04,34,11
alyssa,X10F,"jett,sova,breach",647,174.7,0.88,70,116.4,0.60,0.28,0.07,0.10,30,19
Xandrite,NTH,"killjoy,astra,cypher",246,174.6,0.81,64,116.6,0.58,0.23,0.08,0.07,17,21
HearthBeat,AT,"omen,astra,viper",267,174.6,0.85,71,118.0,0.61,0.33,0.07,0.11,26,30
Krill,TK,"astra,chamber,omen",322,174.5,0.82,66,122.1,0.60,0.24,0.06,0.09,22,8
JinboongE,TNL,"sage,kayo,skye",472,174.4,0.82,68,119.6,0.60,0.26,0.09,0.11,30,11
somboyy,AAA,"reyna,astra,omen",206,174.3,0.85,69,114.5,0.62,0.27,0.08,0.07,26,8
Astell,CR,"killjoy,astra,viper",426,174.3,0.93,71,114.9,0.59,0.23,0.06,0.07,22,10
HellrangeR,GES,"breach,kayo,skye",411,174.3,0.88,66,113.3,0.61,0.26,0.06,0.09,30,19
royal,TB,"omen,astra,viper",754,174.2,0.86,70,116.6,0.61,0.30,0.06,0.06,28,8
Pro,Pro,"sage,sova",457,174.2,0.82,68,126.9,0.57,0.28,0.05,0.06,22,15
moose,LG,"killjoy,viper,cypher",305,173.9,0.80,66,120.9,0.58,0.26,0.08,0.08,26,9
SEIDER,[A],"astra,viper,brimstone",308,173.6,0.93,70,114.3,0.61,0.35,0.09,0.11,32,22
jawgemo,EG,"kayo,chamber,skye",226,173.5,0.80,67,113.0,0.61,0.21,0.14,0.19,23,14
ICEKING,ICEKING,"omen,astra,viper",923,173.5,0.91,71,117.3,0.61,0.33,0.06,0.08,24,14
cciscray,Unbi,"brimstone,kayo,skye",220,173.4,0.72,61,113.2,0.58,0.25,0.08,0.09,22,8
alexis,C9W,"sage,kayo,skye",402,173.4,1.07,77,115.3,0.64,0.30,0.04,0.06,26,23
B3Ar,B3Ar,"sage,breach,kayo",387,173.4,0.82,68,118.5,0.63,0.33,0.05,0.09,35,13
Akashi,CES,"sage,sova,kayo",537,173.3,0.89,72,112.8,0.60,0.34,0.04,0.04,18,19
pleets,LOS,"sova,astra,brimstone",453,173.1,0.95,79,110.2,0.58,0.49,0.04,0.06,12,16
Pingfu,Unkn,"omen,astra,viper",297,173.1,0.86,66,113.6,0.62,0.26,0.07,0.10,28,24
Fr4nky,FAL,"sage,sova,cypher",582,173.0,0.90,69,115.3,0.58,0.31,0.06,0.07,24,18
Vow,DSP,"killjoy,chamber,viper",269,172.8,0.83,62,122.4,0.61,0.16,0.06,0.13,28,12
Rexy,Enigma,"killjoy,sova,skye",946,172.8,0.90,67,116.6,0.60,0.24,0.06,0.07,27,15
Ezire,Big,"sage,chamber,brimstone",300,172.7,0.83,73,110.5,0.58,0.64,0.06,0.06,21,18
ChrisM,ChrisM,"viper,omen,brimstone",250,172.7,0.98,69,113.4,0.64,0.29,0.05,0.08,31,26
shyz,B4A,"kayo,chamber,skye",467,172.6,0.90,72,110.7,0.61,0.39,0.07,0.07,20,15
pwNN3D,KPI,"breach,sova",286,172.5,0.75,64,119.3,0.57,0.26,0.06,0.07,21,15
Badgal,CAOS,"sage,sova,breach",462,172.5,1.07,77,111.0,0.66,0.27,0.05,0.04,16,14
tylo,ZMM.S,"killjoy,sage,sova",424,172.5,0.76,63,120.6,0.57,0.21,0.10,0.10,28,17
KhA,ANO,"killjoy,sage,cypher",265,172.5,0.92,67,116.6,0.63,0.15,0.03,0.09,25,11
Okin,LT,"astra,viper,brimstone",256,172.5,0.82,69,115.4,0.59,0.32,0.07,0.05,23,10
NaThanDr1veR,EDG,"sage,breach,skye",206,172.5,0.96,70,112.0,0.63,0.26,0.07,0.10,25,
KappA,GES,"sova,breach,omen",411,172.4,0.83,70,125.5,0.56,0.28,0.04,0.08,25,11
Fer,Fer,"raze,jett,breach",246,172.4,0.74,66,113.3,0.56,0.22,0.14,0.16,21,14
ronaldo,PK,"raze,jett",246,172.4,0.87,65,114.2,0.60,0.16,0.10,0.15,16,18
Aninha,VK,"killjoy,viper,cypher",461,172.3,0.92,69,110.2,0.59,0.21,0.05,0.09,17,16
KuuKai,EVA,"sage,chamber,skye",254,172.2,0.85,68,118.1,0.63,0.19,0.09,0.10,30,5
lya,VLK,"sova,astra,omen",416,172.2,0.74,65,117.3,0.56,0.25,0.09,0.12,20,14
kenobi,owna,"breach,kayo,omen",289,172.1,0.86,70,112.8,0.58,0.29,0.05,0.11,30,9
Crws,XIA,"sage,breach,kayo",745,171.9,0.88,71,113.6,0.60,0.33,0.07,0.09,22,26
lyNxi,RBLS,"sova,breach,astra",588,171.8,0.99,77,115.4,0.62,0.28,0.04,0.04,29,12
Cata,FSN,"sage,astra,viper",220,171.6,0.91,70,116.9,0.60,0.36,0.06,0.07,21,19
flyuh,FaZe,"breach,astra,kayo",487,171.6,0.88,74,116.7,0.59,0.38,0.07,0.08,30,6
Jeong,DK,"kayo,astra,viper",433,171.4,0.85,73,116.7,0.57,0.35,0.05,0.05,23,16
erkaSt,C9A,"killjoy,viper,brimstone",233,171.4,0.87,70,112.0,0.61,0.24,0.06,0.05,25,7
EMUHLEET,DIG,kayo,556,171.3,0.85,71,112.2,0.57,0.49,0.04,0.07,18,19
L1NK,TL,"viper,astra,omen",566,171.3,0.99,73,114.5,0.63,0.32,0.04,0.04,33,15
LeahPanda,TSM.X,"sova,viper,cypher",491,171.3,0.88,70,112.5,0.60,0.26,0.06,0.10,19,19
Di,Wade,"sage,kayo,omen",298,171.2,0.85,68,116.0,0.57,0.34,0.05,0.04,21,5
zini,BRNV,"sage,sova,viper",689,171.0,0.94,74,112.7,0.61,0.34,0.06,0.07,21,15
Paige,YFPB,"reyna,kayo,skye",237,171.0,0.79,68,116.9,0.61,0.27,0.08,0.10,26,6
AYRIN,XSET,"brimstone,viper,cypher",492,170.8,0.89,73,112.1,0.60,0.38,0.06,0.07,14,23
Delta,MARU,"breach,kayo,skye",391,170.7,0.92,69,106.6,0.64,0.31,0.05,0.06,19,16
ryotzz,TBK,"sova,breach,skye",203,170.7,0.79,69,116.9,0.55,0.40,0.03,0.07,12,5
luk,TBK,"astra,omen,brimstone",203,170.7,0.89,71,103.7,0.59,0.37,0.04,0.11,22,16
zill,LMND,"sova,breach,astra",427,170.6,0.80,70,117.9,0.58,0.34,0.05,0.06,22,13
Krumszz,SCY,"sage,astra",258,170.6,0.83,65,111.3,0.62,0.27,0.05,0.05,30,4
Thimie,Thimie,"omen,astra,viper",207,170.6,0.78,65,112.0,0.59,0.26,0.07,0.12,15,5
SEVERiNE,SEVERiNE,"killjoy,chamber,viper",359,170.3,0.79,70,110.6,0.57,0.28,0.09,0.11,18,15
AntoL,SYN,"breach,kayo,skye",403,170.1,0.78,72,116.8,0.60,0.36,0.05,0.09,24,2
Joojina,GLP,"raze,jett,omen",312,169.9,0.81,69,113.7,0.60,0.30,0.07,0.09,24,11
Dvyno,Dvyno,"jett,sova,cypher",271,169.7,0.89,67,116.0,0.58,0.27,0.05,0.09,24,21
Awkua,Kowa,"sage,chamber,skye",391,169.6,0.83,69,114.6,0.58,0.27,0.08,0.09,25,15
KimGyuTae,DSP,"jett,reyna",284,169.3,0.79,62,112.3,0.63,0.14,0.12,0.16,23,21
Fake,AAA,"breach,kayo,viper",206,169.1,0.82,67,112.3,0.62,0.25,0.09,0.12,23,35
frostmind,BME,"killjoy,sage,sova",525,169.0,0.94,73,114.5,0.61,0.14,0.06,0.06,29,11
Buhms,Roul,"breach,kayo,viper",452,169.0,0.83,69,109.0,0.58,0.27,0.08,0.09,23,6
phoon,IluZ,"omen,viper,brimstone",505,169.0,0.82,66,108.1,0.60,0.26,0.05,0.07,20,15
ARES,ARES,"killjoy,omen,brimstone",449,168.9,0.73,65,112.1,0.55,0.34,0.06,0.08,20,6
Rebo,YFP,"astra,viper,brimstone",373,168.8,0.87,72,108.5,0.57,0.42,0.09,0.12,21,10
fzz,fzz,"raze,jett,kayo",321,168.7,0.75,64,112.1,0.57,0.23,0.08,0.13,18,17
Fantasy,Fantasy,"sage,astra,omen",269,168.7,0.75,67,111.2,0.58,0.28,0.05,0.12,27,5
AreyouRyu,AreyouRyu,"sova,kayo,skye",250,168.7,0.92,73,110.4,0.59,0.27,0.05,0.04,25,14
Grmekista,Diam,"sage,breach,chamber",251,168.7,0.81,68,111.5,0.57,0.30,0.06,0.07,18,13
redo,Moon,"killjoy,kayo,skye",507,168.7,0.83,72,110.8,0.59,0.33,0.06,0.05,21,9
PreTaxMicrob,PreTaxMicrob,"viper,omen,brimstone",515,168.6,0.83,67,111.1,0.57,0.30,0.07,0.09,25,19
Tr1cks,GXR,"killjoy,sova,kayo",245,168.5,1.08,77,115.0,0.58,0.34,0.03,0.04,24,14
YorkMonster,NTER,"sova,astra,skye",387,168.4,0.72,68,121.4,0.55,0.35,0.07,0.11,25,4
iluri,FKS,"sova,astra,brimstone",553,168.3,1.00,76,109.8,0.60,0.30,0.07,0.07,30,21
azul,azul,"sova,astra,brimstone",258,168.2,0.90,73,118.9,0.60,0.30,0.07,0.07,32,14
West,SCY,"raze,chamber,cypher",258,168.2,0.65,59,117.8,0.53,0.30,0.09,0.10,25,6
monSi,BBG.A,"breach,viper,brimstone",637,168.1,0.92,68,110.2,0.60,0.30,0.06,0.09,25,14
rushhh,VX,"sova,breach,viper",403,167.9,0.86,68,111.5,0.60,0.20,0.05,0.06,25,8
Exequies,SAF,"astra,viper,brimstone",544,167.9,0.86,76,110.8,0.59,0.44,0.06,0.08,25,20
gob,BIG,"sova,breach",310,167.9,0.84,66,118.7,0.56,0.31,0.04,0.06,27,25
FNS,OPTC,"sage,breach,viper",885,167.4,0.84,69,111.0,0.58,0.24,0.07,0.06,21,10
Rudys,ARES,"sage,sova,astra",394,167.4,1.13,78,106.6,0.61,0.32,0.03,0.03,15,13
Lari,sa,"killjoy,viper,cypher",246,167.1,0.87,70,111.3,0.58,0.28,0.07,0.08,24,8
Cloudey,AE,"astra,viper,brimstone",214,167.1,0.70,64,116.9,0.55,0.33,0.03,0.09,25,14
TONRAQ,TONRAQ,"astra,viper,brimstone",240,167.1,0.80,68,109.7,0.59,0.37,0.06,0.10,19,15
jacobin,Trop,"breach,kayo,viper",482,167.0,0.85,70,110.1,0.59,0.32,0.07,0.09,25,17
Aryu,APH,"omen,astra,viper",405,166.8,0.86,73,111.1,0.57,0.33,0.04,0.07,23,17
Reita,RC,"raze,sova,skye",263,166.8,0.81,67,114.3,0.56,0.27,0.05,0.10,22,11
signed,BOBO,"reyna,breach,chamber",219,166.7,1.01,72,110.1,0.61,0.32,0.07,0.09,18,23
bmVz,FCY,"sage,breach,chamber",740,166.6,0.89,75,107.8,0.60,0.29,0.07,0.08,30,16
bonkar,TUN,"sage,sova,viper",341,166.5,0.85,70,110.3,0.56,0.32,0.05,0.09,16,10
Kip,FNR,"killjoy,chamber,viper",300,166.4,0.84,67,112.9,0.58,0.21,0.07,0.07,25,2
evaD,evaD,"astra,viper,brimstone",890,166.4,0.79,68,107.0,0.57,0.38,0.06,0.07,23,9
soph,soph,"sova,breach,skye",324,166.3,0.79,67,110.4,0.57,0.25,0.06,0.10,25,26
Shrew,KOI,"astra,viper",213,165.9,0.92,71,109.1,0.60,0.31,0.05,0.07,25,11
Lewy,ZØ,"sage,sova,breach",295,165.9,0.78,66,113.6,0.55,0.27,0.05,0.09,20,15
Eley,VRT,"breach,viper,cypher",213,165.8,0.83,70,111.7,0.58,0.29,0.07,0.07,25,10
Mowff,BAAM,"sage,sova,astra",432,165.7,0.71,66,116.3,0.54,0.32,0.06,0.09,18,6
pho,EG,"sage,sova,astra",354,165.6,0.90,71,109.5,0.59,0.26,0.04,0.04,28,20
vilczek,WATA,"sage,breach,brimstone",455,165.6,0.80,73,108.0,0.57,0.42,0.05,0.10,22,4
dnos,FWOG,"chamber,viper,brimstone",392,165.5,0.83,67,111.6,0.58,0.28,0.05,0.07,19,14
Kawaii,DVN,"sova,breach",235,165.5,0.74,71,112.9,0.54,0.33,0.02,0.05,24,20
ALu,ALu,"sova,chamber",201,165.4,0.98,70,116.3,0.60,0.21,0.04,0.05,21,19
LarryBanks,FaZe,"raze,sova,viper",276,165.4,0.82,76,117.0,0.54,0.41,0.08,0.06,20,17
rodeN,BDS,"sage,kayo,skye",424,165.3,0.76,72,108.8,0.55,0.36,0.07,0.14,18,8
Arial,B4A,"killjoy,sova,astra",320,165.3,1.05,75,113.9,0.62,0.30,0.04,0.03,33,13
fra,ODK,"sova,viper,cypher",461,165.3,0.88,70,106.4,0.60,0.29,0.08,0.10,25,20
Poach,BBG,"sova,breach,viper",375,164.9,1.01,78,110.0,0.57,0.35,0.04,0.04,28,14
ttego,KPI,"raze,skye,killjoy",286,164.9,0.72,59,111.9,0.58,0.17,0.07,0.11,26,22
mNdS,MIBR,"astra,chamber,brimstone",364,164.8,0.91,74,105.0,0.56,0.37,0.07,0.08,30,21
moura,Toca,"sova,breach,skye",241,164.8,0.89,74,108.8,0.55,0.36,0.05,0.06,25,17
Myssen,LBRTY,"breach,viper,cypher",201,164.8,0.79,68,109.5,0.55,0.21,0.08,0.07,31,10
Kenny,Kenny,"killjoy,sage,kayo",205,164.7,0.65,58,114.8,0.52,0.24,0.09,0.15,16,17
Foxy,SCY,"killjoy,chamber,viper",258,164.5,0.71,62,114.1,0.56,0.23,0.10,0.16,26,6
Yolo,Hugh,"breach,kayo,skye",471,164.4,0.69,66,108.7,0.56,0.37,0.07,0.15,23,20
AztKk,FS,"sage,breach,reyna",302,164.3,0.74,67,109.9,0.55,0.39,0.08,0.10,23,4
Lyhnj,OPY,"sage,astra,cypher",274,164.3,0.77,67,111.4,0.58,0.24,0.08,0.09,30,13
hyouka,RIG,"killjoy,chamber,viper",232,164.3,0.81,71,107.7,0.55,0.25,0.07,0.10,20,8
Made,SXG,"killjoy,astra,viper",211,164.2,0.94,73,117.2,0.57,0.23,0.03,0.04,31,17
monk,monk,"sage,astra,skye",396,164.1,0.76,65,109.2,0.56,0.31,0.04,0.08,22,10
bnj,NIP,"omen,viper,brimstone",613,164.0,0.87,70,107.6,0.58,0.32,0.06,0.08,26,22
supamen,Rise,"omen,astra,viper",314,163.8,0.72,68,109.3,0.54,0.34,0.04,0.11,30,11
kelllky,kelllky,"sage,sova",393,163.6,0.73,65,113.2,0.54,0.31,0.05,0.07,23,13
Eisberg,Eisberg,"sova,breach,viper",679,163.5,0.93,73,111.4,0.55,0.36,0.05,0.06,16,21
Løgan,LYE,"sova,omen,skye",202,163.5,0.72,70,117.3,0.53,0.32,0.04,0.10,21,10
Dynasty,SYN,"omen,viper,skye",403,163.4,0.76,65,112.0,0.56,0.32,0.05,0.06,18,10
psychowinn,cowb,"breach,kayo,brimstone",221,163.4,0.71,64,105.3,0.56,0.31,0.06,0.09,19,5
v1nny,GLB,"sova,breach,skye",273,162.8,0.87,69,107.2,0.58,0.29,0.05,0.05,30,9
Aiera,HZE,"kayo,astra,viper",316,162.6,0.78,66,105.5,0.58,0.33,0.03,0.07,27,5
Sadness,Sadness,"sova,omen,brimstone",300,162.5,0.76,68,108.3,0.56,0.28,0.07,0.07,29,5
heart,SLR,"viper,omen,brimstone",238,162.5,0.85,70,101.6,0.56,0.28,0.07,0.09,23,26
Rest,Rest,"omen,viper,brimstone",244,162.5,0.64,64,103.4,0.54,0.41,0.08,0.13,21,15
crow,ZETA,"breach,sova,skye",762,162.3,0.89,72,110.1,0.58,0.27,0.03,0.05,24,7
Night,Dead,"sage,sova,skye",458,162.1,0.77,72,107.6,0.54,0.41,0.04,0.05,21,10
Kaspe,BIG,"sage,astra,cypher",310,162.1,0.72,63,105.1,0.53,0.26,0.07,0.10,21,3
Ryu,Unde,"sage,breach,skye",437,161.7,0.82,68,109.6,0.56,0.28,0.04,0.07,32,12
synsi,FNST,"sova,viper,brimstone",223,161.7,0.82,74,115.5,0.53,0.37,0.04,0.06,21,23
skye,GX,"astra,viper,brimstone",811,161.6,0.81,69,104.4,0.58,0.35,0.06,0.08,21,22
alimonstr,GX3,"viper,reyna,omen",268,161.5,0.80,75,105.7,0.56,0.35,0.03,0.11,30,13
Boaster,FNC,"sage,breach,kayo",403,161.2,0.68,66,104.4,0.51,0.36,0.06,0.12,20,7
Λero,WL,"chamber,viper,cypher",214,161.2,0.75,59,107.7,0.57,0.14,0.05,0.10,27,6
Nille,TUN,"killjoy,viper,cypher",341,161.1,0.91,66,114.0,0.59,0.17,0.04,0.08,20,5
Mady,MSF,"sage,chamber,brimstone",312,161.1,0.73,66,103.9,0.56,0.31,0.06,0.11,22,23
Felix,DSP,"sage,breach,sova",472,161.1,0.80,73,107.8,0.55,0.38,0.05,0.06,21,7
mizi,CAOS,"astra,viper,brimstone",462,161.0,0.92,75,103.8,0.61,0.33,0.04,0.04,17,19
swg,TK,"killjoy,viper,brimstone",322,160.9,0.68,63,106.0,0.53,0.28,0.08,0.12,15,12
may,may,"omen,viper,brimstone",310,160.8,0.74,67,110.2,0.56,0.30,0.08,0.13,30,20
GwangUh,MARU,"astra,viper",391,160.8,0.81,67,106.1,0.57,0.34,0.05,0.04,29,12
Ds,VKS,"sage,sova,breach",242,160.6,0.72,64,109.2,0.54,0.31,0.05,0.07,23,13
bunt,bunt,"omen,viper,brimstone",223,160.6,0.79,74,109.6,0.58,0.34,0.03,0.05,22,7
Fung3,Fung3,"sage,breach,sova",289,160.4,0.81,71,109.7,0.56,0.25,0.03,0.08,27,20
Dhimoruto,RIG,"astra,omen,brimstone",232,160.2,0.89,74,98.3,0.58,0.41,0.04,0.05,25,18
chloric,chloric,"breach,astra,omen",202,159.9,0.81,64,113.1,0.59,0.33,0.07,0.07,20,24
BadmaN,Medal,"omen,astra,viper",321,159.8,0.75,66,106.4,0.55,0.32,0.04,0.07,29,15
Redwater877,Redwater877,"kayo,viper,skye",269,159.8,0.67,58,104.9,0.54,0.22,0.09,0.15,25,15
StrwbryBagel,StrwbryBagel,"killjoy,sage,chamber",237,159.8,0.90,72,104.5,0.57,0.19,0.07,0.09,15,19
Cille,XSET,"breach,skye,brimstone",289,159.7,0.75,67,109.4,0.55,0.23,0.04,0.07,28,11
Shehab,GKE,"astra,viper",298,159.4,0.83,71,104.1,0.56,0.35,0.03,0.05,20,12
LUNIX,SPL,"sage,astra,skye",202,159.4,0.69,61,102.1,0.56,0.22,0.06,0.15,25,4
Jasprr,Roul,"killjoy,chamber,brimstone",238,159.3,0.74,60,107.0,0.55,0.16,0.06,0.13,17,6
giacomiN,TBK,"sage,kayo,skye",332,159.1,0.79,70,106.5,0.57,0.24,0.09,0.09,24,11
godko,DSP,"killjoy,sova,cypher",284,159.0,0.74,66,111.0,0.53,0.21,0.06,0.08,24,7
Vity,BTS,"sova,cypher",393,158.8,0.88,73,110.5,0.52,0.34,0.04,0.04,19,20
hypathor,hypathor,"sage,breach,sova",271,158.8,0.86,67,110.4,0.57,0.23,0.05,0.06,24,15
JaoTae,NKT,"kayo,sage,astra",210,158.4,0.78,69,109.0,0.55,0.33,0.04,0.09,19,21
Phantom,FAV,"sova,viper,cypher",348,158.2,0.87,70,107.4,0.55,0.23,0.05,0.08,18,18
alz,alz,"breach,astra,viper",378,158.2,0.78,66,106.2,0.57,0.26,0.02,0.06,27,12
sh1vy,GodL,"sova,breach,skye",333,157.1,0.68,70,108.9,0.49,0.37,0.05,0.05,20,12
CyderX,SMB,"sova,skye",212,157.1,0.73,66,110.2,0.52,0.26,0.04,0.07,29,9
KillerMiller,Stas,"sova,astra,omen",316,156.7,0.71,66,104.1,0.54,0.29,0.07,0.08,21,9
ableJ,FUR,"sage,kayo,viper",341,156.5,0.70,63,106.8,0.52,0.31,0.06,0.11,20,4
Tuna,YaLLa,"killjoy,sage,astra",264,156.4,0.77,66,108.0,0.58,0.30,0.04,0.08,26,18
katar,katar,"viper,omen,brimstone",205,156.3,0.67,59,102.3,0.53,0.36,0.02,0.12,20,21
Star1og,NOP,"killjoy,sova,viper",378,156.3,0.75,66,109.8,0.57,0.18,0.05,0.10,31,11
roseau,PSJ,"sova,breach,viper",562,156.3,0.77,69,103.6,0.54,0.28,0.05,0.05,18,15
Nightmare,Nightmare,"sova,breach",392,154.9,0.70,69,105.7,0.50,0.36,0.07,0.10,15,9
AlphaFly,DV,"sova,kayo,skye",704,154.7,0.73,67,100.7,0.53,0.30,0.05,0.11,24,24
RIPablo,IGZ,"sage,astra,viper",284,154.5,0.77,70,102.7,0.53,0.37,0.04,0.06,27,16
ryuziN,ryuziN,"viper,omen,brimstone",328,154.3,0.85,70,101.0,0.55,0.24,0.06,0.05,25,16
gogu,gogu,"sova,breach,skye",310,153.9,0.70,62,108.7,0.52,0.23,0.03,0.07,34,6
GODLIKE,WGS,"raze,breach,kayo",480,151.8,0.69,63,104.2,0.52,0.31,0.07,0.10,29,8
John9,LDN,"sage,astra,omen",240,151.8,0.70,62,102.3,0.52,0.34,0.08,0.11,24,22
Jenna,YFPB,"sova,viper,brimstone",237,151.8,0.61,66,105.3,0.47,0.29,0.04,0.07,19,6
wraith,Kowa,"astra,omen,brimstone",275,151.5,0.81,70,98.9,0.53,0.34,0.01,0.05,22,18
JhoW,VK,"sage,viper,cypher",483,151.1,0.76,72,96.9,0.51,0.29,0.05,0.08,16,11
Frosty,PK,"killjoy,astra,cypher",431,150.5,0.74,65,99.9,0.54,0.17,0.07,0.13,40,24
logicman,Lixa,"sage,sova,breach",214,150.2,0.70,64,101.9,0.53,0.22,0.05,0.10,33,5
poem,IGZ,"breach,kayo,skye",284,149.6,0.67,67,101.4,0.52,0.28,0.04,0.09,26,24
Veroneze,VK,"jett,reyna,skye",242,149.5,0.63,62,102.6,0.51,0.25,0.07,0.12,22,3
hacker,hacker,"killjoy,sova,brimstone",308,148.0,0.67,63,101.1,0.52,0.17,0.03,0.09,24,6
YURI,MLC,"sage,breach,kayo",202,147.4,0.62,56,95.5,0.51,0.27,0.06,0.12,23,7
azez,Wind,"sova,breach,kayo",426,147.3,0.61,62,105.4,0.48,0.31,0.05,0.10,18,13
Soyokaze,Soyokaze,"viper,omen,brimstone",263,147.2,0.74,68,94.2,0.50,0.41,0.05,0.06,19,14
koldamenta,GUILD,"astra,viper,brimstone",257,146.6,0.72,68,95.2,0.53,0.38,0.05,0.12,21,21
Shifty,Neon,"sova,breach,omen",319,145.7,0.65,62,100.8,0.49,0.25,0.04,0.13,21,20
ImJustDevin,Vand,"killjoy,chamber,brimstone",244,145.0,0.71,60,97.7,0.52,0.18,0.08,0.09,31,6
Dragonwar,iPon,"sage,sova,breach",295,143.0,0.73,65,98.5,0.49,0.26,0.02,0.07,29,26
heist,heist,"viper,omen",235,142.8,0.73,64,96.6,0.52,0.25,0.05,0.11,28,15
wOwEr,ZØ,"astra,chamber,omen",295,142.4,0.68,67,91.9,0.50,0.26,0.07,0.09,20,8
Ruben,Ruben,"killjoy,sova,viper",202,140.9,0.55,59,99.5,0.45,0.22,0.05,0.08,18,9
123,Toe,"killjoy,breach,skye",528,135.1,0.61,68,92.0,0.45,0.29,0.05,0.08,21,9
CabboSM,OXR,"sage,kayo,skye",224,134.7,0.58,62,91.8,0.45,0.29,0.05,0.12,26,10
glovee,SMB,"breach,astra,viper",212,125.9,0.59,57,87.4,0.44,0.23,0.04,0.11,26,6
bethanyl,bethanyl,"sage,sova,skye",218,124.7,0.49,58,87.2,0.43,0.32,0.06,0.11,17,9
Rano,BAL,"sage,kayo,omen",204,101.2,0.41,58,73.9,0.32,0.35,0.02,0.13,10,6
